Song,Album,Album Release Date,Artist Names,Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank,Song Length(ms),Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Key,Mode,Time Signature
(You've Got) The Magic Touch,Super Hits From 1956,,['The Platters'],"rockabilly, rock-and-roll, adult standards, easy listening",1956,36,164026,4,0.874,0.417,0.246,4.14e-05,0.115,-14.92,0.0357,77.97,0.393,8,1,4
I'm Sprung,Rappa Ternt Sanga (Expanded Edition),2005-12-06,['T-Pain'],"gangster rap, southern hip hop, dance pop, urban contemporary, rap, trap, hip hop, pop rap, r&b",2006,98,231040,72,0.0948,0.728,0.327,0.0,0.103,-11.596,0.0999,100.0,0.195,0,0,4
Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,2019-06-15,"['Drake', 'Rick Ross']","dirty south rap, southern hip hop, toronto rap, canadian hip hop, trap, gangster rap, canadian pop, rap, hip hop",2019,34,205426,79,0.101,0.831,0.502,0.0,0.122,-4.045,0.046,100.541,0.101,10,0,4
Forever and Ever,Music in the Morgan Manner,1966-12-12,['Russ Morgan and His Orchestra'],"""mans orchestra""",1949,14,168831,4,0.658,0.259,0.289,0.0,0.415,-9.299,0.0331,108.751,0.486,2,1,4
Tubthumping,Tubthumper,1997-09-01,['Chumbawamba'],anarcho-punk,1998,35,278960,62,0.106,0.263,0.871,0.0,0.363,-7.496,0.131,206.68,0.622,2,1,4
Yes Indeed (Karaoke Version Originally performed by Lil Baby and Drake),Big Fat Karaoke 2018 Vol 4,2018-10-17,['BFK'],,2018,25,147879,0,0.134,0.935,0.244,0.926,0.106,-16.266,0.142,120.602,0.308,5,0,4
Already Gone,All I Ever Wanted,2009-03-06,['Kelly Clarkson'],"pop, dance pop, talent show",2010,74,281560,59,0.217,0.209,0.872,0.0,0.0768,-2.996,0.0757,78.139,0.294,9,1,4
On the Rebound,On the Rebound,,['Floyd Cramer'],"easy listening, honky-tonk piano, nashville sound",1961,29,126106,31,0.371,0.535,0.683,0.0133,0.205,-11.677,0.0334,150.742,0.912,9,1,4
On My Own,Winner In You,1986-01-01,['Patti LaBelle'],"soul, r&b, philly soul, urban contemporary, contemporary r&b, quiet storm",1986,4,290840,63,0.337,0.62,0.402,6.13e-05,0.312,-12.964,0.0264,92.093,0.483,5,1,4
23,23,2013-01-01,"['Mike WiLL Made-It', 'Miley Cyrus', 'Wiz Khalifa', 'Juicy J']","southern hip hop, crunk, memphis hip hop, trap, pop rap, atl hip hop, rap, hip hop, pittsburgh rap, pop",2014,90,252520,72,0.000362,0.859,0.599,8.2e-06,0.13,-5.254,0.0614,140.005,0.319,9,1,4
I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,No Way Out (2014 Remaster),,"['Diddy', '112', 'Faith Evans']","hip pop, dance pop, urban contemporary, east coast hip hop, rap, boy band, atl hip hop, contemporary r&b, hip hop, pop rap, r&b",1998,47,306560,71,0.111,0.833,0.619,2.13e-05,0.159,-5.595,0.0538,109.92,0.901,7,1,4
On the Hotline - Amended Version,Late Night Special,,['Pretty Ricky'],"hip pop, southern hip hop, miami hip hop, urban contemporary, dirty south rap, trap, r&b",2007,82,242586,60,0.0185,0.704,0.854,0.0,0.148,-5.477,0.183,92.988,0.688,10,0,4
You Send Me,A Cupid's Valentine,2022-02-11,['Sam Cooke'],"classic soul, soul, vocal jazz",1957,20,163480,62,0.887,0.558,0.311,0.0,0.118,-9.582,0.0288,95.978,0.415,4,0,4
"Jocelyn, Op. 100: Berceuse (Arr. For vocal, violin and orchestra)","Jascha Heifetz Miniatures, Vol. 1 (1944-1946)",2011-10-04,"['Benjamin Godard', 'Bing Crosby', 'Jascha Heifetz', 'Victor Young']","classic soundtrack, adult standards, easy listening, late romantic era, french romanticism, violin, lounge",1946,20,187160,0,0.859,0.168,0.232,0.356,0.105,-12.146,0.0461,170.315,0.128,6,1,5
Love Me With All Your Heart (Cuando Caliente El Sol),Something Special For Young Lovers,,['Ray Charles Singers'],,1964,19,140480,39,0.809,0.307,0.522,0.0,0.0765,-10.226,0.0374,200.596,0.654,9,0,3
Can't Smile Without You (In the Style of Barry Manilow) [Karaoke Version],The Karaoke Channel - Sing Top Hits of 1978,2014-07-15,['The Karaoke Channel'],karaoke,1978,27,204245,0,0.359,0.327,0.445,0.918,0.154,-9.934,0.0256,97.578,0.365,7,1,4
Sultans of Swing,Dire Straits,1978-10-07,['Dire Straits'],"rock, mellow gold, album rock, classic rock",1979,61,350400,70,0.0632,0.73,0.868,0.0661,0.318,-7.325,0.0288,148.217,0.923,5,1,4
How Deep Is Your Love,How Can You Mend A Broken Heart,2020-12-11,['Bee Gees'],"soft rock, disco",1978,6,241093,77,0.076,0.594,0.5,9.86e-05,0.184,-5.586,0.0255,104.996,0.537,5,0,4
"Boys 'Round Here (feat. Jason Aldean, Luke Bryan, Ronnie Dunn, Miranda Lambert, Brad Paisley, Reba, Josh Turner, Keith Urban & Hank Williams, Jr.) - Celebrity Mix","Boys 'Round Here (feat. Jason Aldean, Luke Bryan, Ronnie Dunn, Miranda Lambert, Brad Paisley, Reba, Josh Turner, Keith Urban & Hank Williams, Jr.) [Celebrity Mix]",2013-06-11,"['Blake Shelton', 'Jason Aldean', 'Luke Bryan', 'Ronnie Dunn', 'Miranda Lambert', 'Brad Paisley', 'Reba', 'Josh Turner', 'Keith Urban', 'Hank Williams, Jr.']","outlaw country, country dawn, country rock, classic oklahoma country, contemporary country, australian country, country road, modern country rock, country, australian pop",2013,60,289066,54,0.292,0.61,0.712,1.25e-06,0.202,-5.836,0.0518,169.823,0.671,2,1,4
"Peg O' My Heart - Live On The Ed Sullivan Show, February 26, 1950","Peg O' My Heart (Live On The Ed Sullivan Show, February 26, 1950)",2021-07-03,['The Harmonicats'],,1947,2,132365,1,0.95,0.291,0.654,0.93,0.879,-10.709,0.0999,73.815,0.563,9,0,4
Making Love,I'm the One,,['Roberta Flack'],"soul, vocal jazz, quiet storm, soft rock, adult standards, disco",1982,46,224733,41,0.865,0.446,0.104,0.00126,0.0895,-16.98,0.0307,139.084,0.0901,5,1,4
Just To See Her,One Heartbeat,1987-01-01,['Smokey Robinson'],"soul, funk, motown, classic soul, quiet storm, disco",1987,87,244026,56,0.153,0.821,0.379,0.0,0.0839,-15.489,0.0334,109.123,0.914,4,0,4
Here Comes the Rain Again - Remastered Version,Touch (Reissue - Deluxe Edition),1983-11-14,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']","new wave pop, sophisti-pop, synthpop, rock, new wave, rock keyboard, album rock, soft rock, singer-songwriter, dance rock, new romantic",1984,38,294586,67,0.0139,0.648,0.755,0.000253,0.225,-7.901,0.03,126.341,0.607,0,1,4
Point of No Return,Exposure,,['Exposé'],"new wave pop, freestyle",1987,80,207866,54,0.00342,0.6,0.814,0.00209,0.0605,-9.411,0.0415,120.037,0.873,0,1,4
You Make Me Wanna...,My Way,1997-09-16,['Usher'],"dance pop, urban contemporary, south carolina hip hop, rap, pop, atl hip hop, contemporary r&b, r&b",1998,15,219120,70,0.0359,0.761,0.639,0.0,0.0945,-7.577,0.0539,164.088,0.922,5,0,4
"Doctor, Lawyer, Indian Chief",A Square In The Social Circle (Expanded Edition),1950-01-01,['Betty Hutton'],vintage hollywood,1946,12,186186,30,0.822,0.7,0.291,0.0,0.0639,-9.72,0.231,176.253,0.943,8,1,4
I Want Candy,I Want Candy: The Best Of The Strangeloves,,['The Strangeloves'],classic garage rock,1965,92,177506,42,0.0273,0.669,0.848,0.0869,0.0881,-10.072,0.03,102.048,0.661,8,0,4
Higher Ground,Innervisions,1973-08-03,['Stevie Wonder'],"motown, soul",1973,62,222600,68,0.0631,0.716,0.85,0.00133,0.189,-9.949,0.0426,125.474,0.821,8,1,4
A Little More Love,Totally Hot,1978-01-01,['Olivia Newton-John'],"australian dance, soft rock, mellow gold, adult standards, disco",1979,17,207013,43,0.0294,0.717,0.414,0.00935,0.0864,-14.855,0.0365,100.178,0.495,8,1,4
Every Little Thing She Does Is Magic,Ghost In The Machine (Remastered 2003),1981-10-02,['The Police'],"permanent wave, rock, album rock, classic rock",1982,79,260573,77,0.121,0.558,0.768,0.0626,0.124,-9.997,0.0343,81.909,0.429,2,1,4
Take This Heart,Rush Street,1991-01-01,['Richard Marx'],"new wave pop, soft rock",1992,81,251266,41,0.00158,0.601,0.7,0.0014,0.0829,-8.241,0.0262,115.575,0.562,0,1,4
Memphis - Live At Whiskey A Go Go / 1964 / Remastered 1995,Totally Live At The Whisky A Go Go,1995-01-01,['Johnny Rivers'],bubblegum pop,1964,41,164800,43,0.593,0.614,0.794,0.0,0.966,-7.979,0.0742,90.653,0.646,4,1,4
"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",Celine Dion,1992-03-30,"['Céline Dion', 'Peabo Bryson']","quiet storm, canadian pop",1992,64,249240,67,0.643,0.463,0.4,2.46e-05,0.131,-9.999,0.0308,77.314,0.121,6,0,4
Against All Odds (Take a Look at Me Now) - 2016 Remaster,The Singles (Expanded),2016-10-14,['Phil Collins'],"soft rock, rock drums",1984,5,206360,77,0.198,0.58,0.498,0.0,0.132,-6.901,0.0277,116.271,0.111,1,1,4
Donna the Prima Donna,Donna the Prima Donna,1963-12-10,['Dion'],"rockabilly, doo-wop, rock-and-roll",1963,76,168346,42,0.675,0.331,0.556,0.0,0.353,-10.672,0.0372,138.635,0.939,6,0,4
Beat It,Thriller 25 Super Deluxe Edition,2008-02-08,['Michael Jackson'],"soul, r&b",1983,5,258040,79,0.0495,0.776,0.867,7.92e-06,0.197,-3.704,0.0479,138.827,0.918,3,0,4
Oh Sherrie,Street Talk (Expanded Edition),1984-04-01,['Steve Perry'],"heartland rock, new wave pop, yacht rock, album rock, soft rock, mellow gold",1984,31,229346,65,0.372,0.333,0.695,7.13e-06,0.107,-5.116,0.0465,203.753,0.317,5,1,4
Don't Mean Nothing,Richard Marx,1987-01-01,['Richard Marx'],"new wave pop, soft rock",1987,54,281533,45,0.0439,0.673,0.765,3.43e-05,0.107,-10.615,0.0256,98.241,0.779,5,1,4
Differences,The Life,2001-04-03,['Ginuwine'],"hip pop, contemporary r&b, urban contemporary, r&b",2002,68,265533,69,0.318,0.562,0.594,0.0,0.311,-4.578,0.0558,62.876,0.423,3,0,4
There's a Moon Out Tonight,There's a Moon Out Tonight,1959-11-26,['The Capris'],doo-wop,1961,50,133880,46,0.867,0.508,0.488,0.0,0.272,-9.486,0.0336,100.444,0.6,6,1,3
My Way,My Way,1997-09-16,['Usher'],"dance pop, urban contemporary, south carolina hip hop, rap, pop, atl hip hop, contemporary r&b, r&b",1998,16,214853,57,0.0105,0.815,0.521,0.0,0.0509,-8.178,0.136,90.079,0.887,5,0,4
Pictures of Matchstick Men - Mono Version,Picturesque Matchstickable Messages from the Status Quo,1968-09-27,['Status Quo'],"british blues, glam rock, blues rock",1968,55,190600,52,0.0672,0.241,0.604,4.98e-05,0.0541,-3.817,0.0313,173.134,0.417,7,1,4
Kids In America,Kim Wilde,,['Kim Wilde'],"new wave, new wave pop, new romantic",1982,91,205533,71,0.0953,0.557,0.782,6.75e-06,0.118,-3.899,0.0475,159.621,0.305,4,1,4
I Swear,All-4-One,1994-01-01,['All-4-One'],"contemporary r&b, boy band, r&b",1994,2,259853,72,0.235,0.532,0.407,0.0,0.117,-9.658,0.0233,83.207,0.23,6,0,4
Easier Said Than Done,Easier Said Than Done,1963-01-15,['The Essex'],"classic girl group, rhythm and blues",1963,31,126040,36,0.486,0.796,0.475,1.52e-06,0.195,-11.216,0.0435,136.459,0.883,4,1,4
Rocketeer,Free Wired,2010-01-01,"['Far East Movement', 'Ryan Tedder', 'Ruff Loaderz']","pop rap, dance pop, asian american hip hop",2011,58,211253,69,0.181,0.664,0.845,0.0,0.267,-6.115,0.0461,96.005,0.357,4,0,4
On Bended Knee,II,1994-01-01,['Boyz II Men'],"new jack swing, urban contemporary, boy band, contemporary r&b, r&b",1995,5,329800,58,0.413,0.631,0.516,0.0,0.115,-8.225,0.0353,116.654,0.18,8,1,4
What Ifs (feat. Lauren Alaina),Kane Brown,2016-12-02,"['Kane Brown', 'Lauren Alaina']","country dawn, contemporary country, black americana, country road, country",2017,72,188253,75,0.00898,0.612,0.799,0.0,0.172,-4.603,0.0275,125.976,0.687,10,1,4
Till the World Ends,Femme Fatale (Deluxe Version),2011-03-28,['Britney Spears'],"pop, dance pop",2011,27,237946,67,0.0228,0.693,0.705,0.0,0.202,-5.747,0.0665,131.951,0.45,8,1,4
Smoky Mountain Rain,The Best Of Ronnie Milsap,2019-06-28,['Ronnie Milsap'],"country, classic country pop, country rock, nashville sound",1981,88,223293,59,0.0165,0.554,0.577,2.91e-05,0.0719,-8.62,0.0282,140.277,0.479,7,1,4
Give Me Just a Little More Time (Originally Performed by Chairmen of the Board) [Karaoke Version],"The Karaoke Channel - Pop Hits of 1970, Vol. 1",2016-10-06,['The Karaoke Channel'],karaoke,1970,39,169015,0,0.636,0.663,0.422,0.00599,0.0573,-12.56,0.0301,127.245,0.656,0,1,4
"Lolli Lolli (Pop That Body) (feat. Project Pat, Young D & Superpower) - Explicit Album Version",Last 2 Walk,2008-06-21,"['Three 6 Mafia', 'Project Pat', 'Young-D', 'Superpower']","gangster rap, southern hip hop, crunk, memphis hip hop, dirty south rap, trap, tennessee hip hop",2008,70,251373,53,0.0188,0.89,0.946,0.000128,0.11,-5.673,0.0489,120.0,0.872,2,1,4
Cotton Fields,The Folk Hits Collection,2007-01-01,['The Highwaymen'],,1962,36,134439,31,0.845,0.732,0.292,0.0,0.0885,-12.402,0.0399,135.188,0.6,9,1,4
Bernadette,Reach Out,1967-07-01,['Four Tops'],"disco, classic soul, quiet storm, motown, soul",1967,82,181840,53,0.0892,0.655,0.8,0.0,0.491,-8.375,0.029,111.195,0.695,6,1,4
Every Heartbeat,Heart In Motion,,['Amy Grant'],christian music,1991,28,213733,43,0.288,0.648,0.89,0.0,0.119,-3.834,0.0429,126.956,0.808,2,1,4
Night Changes,FOUR (Deluxe),2014-11-17,['One Direction'],"pop, post-teen pop, talent show, boy band",2015,98,226600,89,0.859,0.672,0.52,0.0,0.115,-7.747,0.0353,120.001,0.37,8,1,4
Dream Baby (How Long Must I Dream),The Essential Roy Orbison,2006-03-28,['Roy Orbison'],"folk rock, singer-songwriter, rock-and-roll, adult standards, classic rock, mellow gold, rockabilly",1962,65,153800,49,0.541,0.436,0.525,2.82e-05,0.11,-9.248,0.0321,153.618,0.877,5,1,4
Do Wah Diddy Diddy - 2007 Remaster,Down the Road Apiece - the Recordings 1963-1966,,['Manfred Mann'],"classic rock, british invasion, singer-songwriter, british blues",1964,15,144146,66,0.282,0.66,0.583,0.0,0.0553,-7.361,0.0512,125.44,0.941,4,1,4
Hate It Or Love It,The Documentary,,"['The Game', '50 Cent']","gangster rap, southern hip hop, queens hip hop, east coast hip hop, rap, trap, hip hop, pop rap",2005,24,206400,83,0.14,0.802,0.785,0.0,0.123,-4.781,0.207,99.998,0.435,9,1,4
Strong Enough,Tuesday Night Music Club,1993-08-03,['Sheryl Crow'],"lilith, permanent wave, singer-songwriter, new wave pop, pop rock",1995,30,189826,63,0.796,0.58,0.265,0.00019,0.11,-15.267,0.0317,154.595,0.583,2,1,3
Lola - 2020 Stereo Remaster,"Lola Versus Powerman and the Moneygoround, Pt. 1",1970-11-27,['The Kinks'],"protopunk, art rock, glam rock, psychedelic rock, rock, folk rock, british invasion, album rock, singer-songwriter, classic rock",1970,52,241991,72,0.458,0.456,0.894,0.485,0.0695,-4.602,0.037,151.333,0.926,9,1,4
The Bells,Hitsville USA - The Motown Singles Collection 1959-1971,1992-11-03,['The Originals'],"northern soul, motown, southern soul, classic soul",1970,82,175560,43,0.352,0.34,0.476,0.0,0.169,-11.852,0.0452,115.076,0.546,5,1,4
Everything You Want,Everything You Want,1999-06-14,['Vertical Horizon'],"neo mellow, pop rock, post-grunge",2000,5,257066,64,0.0517,0.636,0.761,0.0,0.0642,-6.389,0.0306,93.896,0.736,3,0,4
Fresh,Emergency (Reissue),1984-11-15,['Kool & The Gang'],"motown, funk, soul, disco",1985,89,266560,65,0.00912,0.838,0.381,0.0988,0.0364,-16.867,0.0351,117.708,0.95,11,0,4
Dirty Little Secret,Move Along,2005-01-01,['The All-American Rejects'],"neo mellow, pop punk, alternative metal, post-grunge, neon pop punk, pop rock, modern rock",2006,48,193653,72,0.000346,0.465,0.954,5.38e-06,0.573,-4.251,0.044,143.85,0.458,10,1,4
Dedicated To The One I Love,Deliver,1967-01-01,['The Mamas & The Papas'],"folk rock, rock, soft rock, folk, psychedelic rock, classic rock, mellow gold, sunshine pop",1967,62,178733,64,0.814,0.396,0.452,0.0,0.192,-8.809,0.0326,103.264,0.307,7,1,4
Ayo Technology,Curtis,2007-01-01,"['50 Cent', 'Justin Timberlake', 'Timbaland']","gangster rap, dance pop, queens hip hop, east coast hip hop, rap, pop, hip hop, pop rap",2007,87,247946,58,0.0828,0.63,0.782,0.0,0.034,-5.44,0.132,140.144,0.418,8,0,4
I Didn't Mean To Turn You On,Riptide,1985-01-01,['Robert Palmer'],"heartland rock, new wave pop, yacht rock, new wave, album rock, soft rock, mellow gold, singer-songwriter, dance rock, new romantic, classic rock",1986,46,224800,51,0.0937,0.68,0.485,0.696,0.255,-15.589,0.053,120.657,0.967,5,0,4
Right Round,R.O.O.T.S. (Route of Overcoming the Struggle),2009-03-30,['Flo Rida'],"dance pop, miami hip hop, pop rap, pop",2009,6,204640,78,0.009,0.72,0.672,0.0,0.232,-6.852,0.0551,124.986,0.705,7,1,4
Sharkbait,Sharkbait,2020-09-15,"['Teddy Geiger', 'teddy<3']","neo mellow, transpop, la pop, rochester ny indie",2006,100,218826,31,0.0589,0.676,0.833,0.553,0.0693,-5.093,0.0345,140.02,0.809,5,0,4
Manic Monday,Different Light (Expanded Edition),,['The Bangles'],"new wave pop, paisley underground, synthpop, jangle pop, new wave, album rock, soft rock, mellow gold, new romantic",1986,48,184160,62,0.294,0.685,0.594,3.69e-06,0.358,-10.906,0.0289,121.761,0.853,2,1,4
Only Girl (In The World),Loud (Japan Version),2010-01-01,['Rihanna'],"pop, barbadian pop, urban contemporary",2010,47,235493,84,0.112,0.789,0.706,1.71e-05,0.0586,-4.233,0.0429,125.911,0.638,11,0,4
Where The Boys Are,Gold,2005-06-14,['Connie Francis'],"rock-and-roll, adult standards, rockabilly, easy listening, brill building pop",1961,18,157586,47,0.81,0.366,0.408,0.0,0.328,-4.85,0.0301,108.819,0.378,0,1,3
Into the Night (feat. Chad Kroeger),Ultimate Santana,2007-09-25,"['Santana', 'Chad Kroeger']","classic rock, blues rock, mexican classic rock",2008,98,222440,60,0.0137,0.595,0.844,0.0,0.234,-4.678,0.0331,127.981,0.603,7,1,4
Here I Go Again - 2018 Remaster,Whitesnake (2018 Remaster),1987-04-07,['Whitesnake'],"british blues, glam metal, hard rock, rock, metal, album rock, classic rock",1987,7,275395,66,0.0117,0.292,0.823,7.79e-05,0.155,-6.763,0.0407,89.939,0.244,7,1,4
Make You Sweat,I'll Give All My Love to You,,['Keith Sweat'],"contemporary r&b, new jack swing, urban contemporary, r&b",1990,89,320506,37,0.0464,0.65,0.805,3.26e-06,0.123,-10.53,0.0455,104.965,0.639,7,1,4
It's a Heartache,Natural Force,,['Bonnie Tyler'],"europop, new wave pop, soft rock",1978,24,215160,54,0.0381,0.535,0.676,0.0,0.0837,-6.361,0.0296,118.852,0.549,0,1,4
On a Carousel,Greatest Hits,1973-10-01,['The Hollies'],"folk rock, soft rock, british invasion, classic rock, album rock, mellow gold, merseybeat",1967,42,192600,32,0.523,0.586,0.627,2.69e-05,0.57,-7.938,0.0318,121.234,0.712,0,1,4
Mine,COSMIC,2018-04-12,['Bazzi'],pop,2018,21,131064,76,0.0161,0.71,0.789,2.77e-06,0.451,-3.874,0.0722,142.929,0.717,4,1,4
Over,Thank Me Later,2010-01-01,['Drake'],"toronto rap, canadian hip hop, canadian pop, rap, hip hop",2010,60,233560,71,0.0107,0.35,0.845,0.0,0.123,-5.614,0.2,99.643,0.45,7,1,5
Beauty,Enter The Dru,1998-01-01,['Dru Hill'],"contemporary r&b, urban contemporary, r&b",1998,56,272560,59,0.588,0.725,0.278,0.0,0.0869,-14.345,0.0704,119.788,0.489,0,0,4
Back To Sleep,Royalty (Deluxe Version),2015-12-18,['Chris Brown'],"r&b, rap",2016,89,201253,66,0.0424,0.647,0.646,0.0,0.0888,-5.483,0.243,92.981,0.721,9,0,4
I Want To Hold Your Hand - Remastered 2015,1 (Remastered),2000-11-13,['The Beatles'],"rock, british invasion, beatlesque, psychedelic rock, classic rock, merseybeat",1964,1,145746,74,0.386,0.49,0.715,0.0,0.311,-5.549,0.0476,130.726,0.866,7,1,4
Good Life,Graduation,2007-09-11,"['Kanye West', 'T-Pain']","gangster rap, southern hip hop, dance pop, urban contemporary, rap, trap, chicago rap, hip hop, pop rap, r&b",2008,79,207000,77,0.00305,0.439,0.808,0.0,0.439,-6.881,0.346,82.962,0.487,1,1,4
For Free (feat. Drake),Major Key,2016-08-05,"['DJ Khaled', 'Drake']","toronto rap, canadian hip hop, hip hop, canadian pop, rap, miami hip hop, pop rap",2016,59,183695,59,0.0173,0.916,0.571,1.11e-06,0.153,-8.241,0.2,103.521,0.498,10,0,4
Daylight,Overexposed (Deluxe),2012-01-01,['Maroon 5'],pop,2013,35,225306,65,0.00246,0.657,0.679,0.0,0.211,-5.511,0.0269,120.007,0.331,2,1,4
Tonight (I'm Fuckin' You),Tonight (I'm Fuckin' You),2010-01-01,"['Enrique Iglesias', 'Ludacris', 'DJ Frank E']","mexican pop, dirty south rap, dance pop, southern hip hop, trap, old school atlanta hip hop, atl hip hop, rap, hip hop, pop rap, latin pop",2011,16,231653,56,0.0277,0.666,0.877,1.15e-05,0.142,-4.657,0.0446,125.989,0.272,0,0,4
Tootsee Roll (Dance Version),199 Quad (w/ Bonus Dvd),1994-05-27,['69 Boyz'],miami bass,1994,65,261360,54,0.0453,0.869,0.725,0.0,0.203,-12.507,0.256,132.989,0.699,9,0,4
Look Away - 2009 Remaster,Chicago 19 (Expanded Edition),1988-06-20,['Chicago'],"rock, yacht rock, album rock, soft rock, mellow gold, classic rock",1989,1,242960,54,0.385,0.553,0.545,5.36e-06,0.105,-7.278,0.0261,85.959,0.201,9,1,4
It's so Easy,Simple Dreams,,['Linda Ronstadt'],"heartland rock, country rock, folk rock, folk, soft rock, mellow gold, singer-songwriter",1978,90,145173,56,0.0229,0.623,0.764,0.0,0.841,-4.686,0.0418,119.717,0.894,4,1,4
Thinkin' Back,C.M.B.,1991-07-23,['Color Me Badd'],"contemporary r&b, boy band, new jack swing",1992,89,322533,27,0.21,0.587,0.326,1e-05,0.133,-11.204,0.0242,90.821,0.271,6,0,4
You Can't Hurry Love,The Supremes A' Go-Go (Expanded Edition),1966-08-25,['The Supremes'],"disco, classic girl group, soul, motown",1966,13,167933,76,0.299,0.63,0.711,0.0,0.0813,-9.34,0.0472,96.912,0.659,10,1,4
Give It 2 You,True 2 the Streets: G-Funk Hood Classics,2000-11-07,['Da Brat'],"hip pop, new jack swing, urban contemporary, dirty south rap, chicago rap, contemporary r&b, r&b",1995,97,232406,39,0.16,0.76,0.598,0.0,0.0698,-9.21,0.0995,92.003,0.747,10,0,4
Easy To Be Hard - Single Version,Suitable For Framing,,['Three Dog Night'],"heartland rock, country rock, hard rock, folk rock, album rock, soft rock, mellow gold, classic rock",1969,33,192186,41,0.276,0.323,0.518,0.00101,0.0972,-9.297,0.0378,89.863,0.218,4,0,4
